capture_time_utc,recv_ts_ms,exchange_ts,exchange_ts_ms,symbol,bid,ask,bid_qty,ask_qty,raw_age_ms,adjusted_age_ms,e2e_since_sub_ms
2026-02-22T15:26:39.139694+00:00,1771773999139.679,2026-02-22T15:26:40.547058Z,1771774000547.058,BTC/EUR,57375.1,57385.5,0.44468515,0.0045,-1407.379,13.531,379.897
2026-02-22T15:26:39.139724+00:00,1771773999139.715,2026-02-22T15:26:40.547275Z,1771774000547.275,BTC/EUR,57375.1,57385.4,0.44468515,0.0046,-1407.560,13.350,379.932
2026-02-22T15:26:39.148937+00:00,1771773999148.920,2026-02-22T15:26:40.555166Z,1771774000555.166,BTC/EUR,57375.1,57385.4,0.32558202,0.0046,-1406.246,14.664,389.138
2026-02-22T15:26:39.148965+00:00,1771773999148.958,2026-02-22T15:26:40.555227Z,1771774000555.227,BTC/EUR,57375.1,57375.2,0.32558202,0.02382103,-1406.269,14.641,389.175
2026-02-22T15:26:39.150458+00:00,1771773999150.440,2026-02-22T15:26:40.560391Z,1771774000560.391,BTC/EUR,57375.1,57375.2,0.44468515,0.02382103,-1409.951,10.959,390.657
2026-02-22T15:26:39.150486+00:00,1771773999150.479,2026-02-22T15:26:40.560858Z,1771774000560.858,BTC/EUR,57375.1,57387.5,0.44468515,0.02382103,-1410.379,10.531,390.696
2026-02-22T15:26:39.159026+00:00,1771773999158.992,2026-02-22T15:26:40.570549Z,1771774000570.549,BTC/EUR,57375.1,57375.2,0.44468515,0.02382103,-1411.557,9.353,399.210
2026-02-22T15:26:39.159080+00:00,1771773999159.066,2026-02-22T15:26:40.570662Z,1771774000570.662,BTC/EUR,57375.1,57375.2,0.32558202,0.02382103,-1411.596,9.314,399.283
2026-02-22T15:26:39.179336+00:00,1771773999179.304,2026-02-22T15:26:40.587709Z,1771774000587.709,BTC/EUR,57375.1,57375.2,0.44468515,0.02382103,-1408.405,12.505,419.521
2026-02-22T15:26:39.179390+00:00,1771773999179.376,2026-02-22T15:26:40.587967Z,1771774000587.967,BTC/EUR,57375.1,57387.5,0.44468515,0.02382103,-1408.591,12.319,419.593
2026-02-22T15:26:39.179932+00:00,1771773999179.921,2026-02-22T15:26:40.591359Z,1771774000591.359,BTC/EUR,57375.2,57387.5,0.0013078,0.02382103,-1411.438,9.472,420.138
2026-02-22T15:26:39.183207+00:00,1771773999183.174,2026-02-22T15:26:40.593324Z,1771774000593.324,BTC/EUR,57375.2,57385.1,0.0013078,0.22194928,-1410.150,10.760,423.392
2026-02-22T15:26:39.183262+00:00,1771773999183.248,2026-02-22T15:26:40.593557Z,1771774000593.557,BTC/EUR,57375.3,57385.1,0.20718795,0.22194928,-1410.309,10.601,423.465
2026-02-22T15:26:39.288165+00:00,1771773999288.148,2026-02-22T15:26:40.699225Z,1771774000699.225,BTC/EUR,57375.4,57385.1,0.11910251,0.22194928,-1411.077,9.833,528.365
2026-02-22T15:26:39.288194+00:00,1771773999288.187,2026-02-22T15:26:40.699257Z,1771774000699.257,BTC/EUR,57375.4,57385.0,0.11910251,0.02382103,-1411.070,9.840,528.404
2026-02-22T15:26:39.291365+00:00,1771773999291.331,2026-02-22T15:26:40.702580Z,1771774000702.580,BTC/EUR,57375.4,57387.5,0.11910251,0.02382103,-1411.249,9.661,531.549
2026-02-22T15:26:39.295386+00:00,1771773999295.369,2026-02-22T15:26:40.703076Z,1771774000703.076,BTC/EUR,57375.2,57387.5,0.12041073,0.02382103,-1407.707,13.203,535.586
2026-02-22T15:26:39.295414+00:00,1771773999295.407,2026-02-22T15:26:40.703117Z,1771774000703.117,BTC/EUR,57375.2,57384.9,0.12041073,0.22195005,-1407.710,13.200,535.624
2026-02-22T15:26:39.295429+00:00,1771773999295.425,2026-02-22T15:26:40.703581Z,1771774000703.581,BTC/EUR,57375.5,57384.9,0.20718731,0.22195005,-1408.156,12.754,535.642
2026-02-22T15:26:39.295442+00:00,1771773999295.438,2026-02-22T15:26:40.705105Z,1771774000705.105,BTC/EUR,57375.5,57384.8,0.20718731,0.02382103,-1409.667,11.243,535.655
2026-02-22T15:26:39.295453+00:00,1771773999295.449,2026-02-22T15:26:40.706304Z,1771774000706.304,BTC/EUR,57375.6,57384.8,0.1191021,0.02382103,-1410.855,10.055,535.666
2026-02-22T15:26:39.296199+00:00,1771773999296.188,2026-02-22T15:26:40.707915Z,1771774000707.915,BTC/EUR,57375.6,57386.9,0.1191021,0.02382103,-1411.727,9.183,536.405
2026-02-22T15:26:39.296836+00:00,1771773999296.815,2026-02-22T15:26:40.709351Z,1771774000709.351,BTC/EUR,57375.2,57386.9,0.12041073,0.02382103,-1412.536,8.374,537.032
2026-02-22T15:26:39.299055+00:00,1771773999299.039,2026-02-22T15:26:40.709972Z,1771774000709.972,BTC/EUR,57375.2,57386.8,0.12041073,0.36990458,-1410.933,9.977,539.256
2026-02-22T15:26:39.299908+00:00,1771773999299.890,2026-02-22T15:26:40.711384Z,1771774000711.384,BTC/EUR,57375.2,57386.7,0.12041073,0.02382103,-1411.494,9.416,540.107
2026-02-22T15:26:39.300438+00:00,1771773999300.426,2026-02-22T15:26:40.712930Z,1771774000712.930,BTC/EUR,57375.2,57386.9,0.12041073,0.02382103,-1412.504,8.406,540.644
2026-02-22T15:26:39.321379+00:00,1771773999321.346,2026-02-22T15:26:40.733932Z,1771774000733.932,BTC/EUR,57375.2,57386.9,0.11910293,0.02382103,-1412.586,8.324,561.563
2026-02-22T15:26:39.987782+00:00,1771773999987.749,2026-02-22T15:26:40.712930Z,1771774000712.930,BTC/EUR,57375.1,57386.9,0.32558202,0.02382103,-725.181,695.729,1227.966
2026-02-22T15:26:39.987831+00:00,1771773999987.821,2026-02-22T15:26:41.400086Z,1771774001400.086,BTC/EUR,57375.1,57375.3,0.32558202,0.0238197,-1412.265,8.645,1228.038
2026-02-22T15:26:39.989273+00:00,1771773999989.264,2026-02-22T15:26:41.401852Z,1771774001401.852,BTC/EUR,57375.1,57375.2,0.32558202,0.0238197,-1412.588,8.322,1229.481
2026-02-22T15:26:39.992373+00:00,1771773999992.361,2026-02-22T15:26:41.404465Z,1771774001404.465,BTC/EUR,57375.1,57375.2,0.65116404,0.0238197,-1412.104,8.807,1232.579
2026-02-22T15:26:40.004190+00:00,1771774000004.173,2026-02-22T15:26:41.411869Z,1771774001411.869,BTC/EUR,57375.1,57375.2,0.77026718,0.0238197,-1407.696,13.214,1244.391
2026-02-22T15:26:40.004217+00:00,1771774000004.210,2026-02-22T15:26:41.412040Z,1771774001412.040,BTC/EUR,57375.1,57384.6,0.77026718,0.0238197,-1407.830,13.080,1244.427
2026-02-22T15:26:40.004919+00:00,1771774000004.901,2026-02-22T15:26:41.415817Z,1771774001415.817,BTC/EUR,57375.2,57384.6,0.11910294,0.0238197,-1410.916,9.994,1245.119
2026-02-22T15:26:40.023141+00:00,1771774000023.124,2026-02-22T15:26:41.424118Z,1771774001424.118,BTC/EUR,57375.3,57384.6,0.11910273,0.0238197,-1400.994,19.916,1263.341
2026-02-22T15:26:40.023166+00:00,1771774000023.160,2026-02-22T15:26:41.431225Z,1771774001431.225,BTC/EUR,57375.3,57386.5,0.11910273,0.0238197,-1408.065,12.845,1263.377
2026-02-22T15:26:40.023181+00:00,1771774000023.176,2026-02-22T15:26:41.431241Z,1771774001431.241,BTC/EUR,57375.2,57386.5,0.11910294,0.0238197,-1408.065,12.845,1263.394
2026-02-22T15:26:40.152778+00:00,1771774000152.738,2026-02-22T15:26:41.561257Z,1771774001561.257,BTC/EUR,57375.3,57386.5,0.004,0.0238197,-1408.519,12.391,1392.955
2026-02-22T15:26:40.161225+00:00,1771774000161.182,2026-02-22T15:26:41.563027Z,1771774001563.027,BTC/EUR,57375.4,57386.5,0.11910252,0.0238197,-1401.845,19.065,1401.399
2026-02-22T15:26:40.161279+00:00,1771774000161.269,2026-02-22T15:26:41.565288Z,1771774001565.288,BTC/EUR,57375.4,57384.5,0.11910252,0.22195159,-1404.019,16.891,1401.486
2026-02-22T15:26:40.161302+00:00,1771774000161.294,2026-02-22T15:26:41.565524Z,1771774001565.524,BTC/EUR,57375.5,57384.5,0.20718727,0.22195159,-1404.230,16.680,1401.512
2026-02-22T15:26:40.161320+00:00,1771774000161.313,2026-02-22T15:26:41.566754Z,1771774001566.754,BTC/EUR,57375.5,57384.4,0.20718727,0.0238197,-1405.441,15.469,1401.531
2026-02-22T15:26:40.161338+00:00,1771774000161.333,2026-02-22T15:26:41.567465Z,1771774001567.465,BTC/EUR,57375.6,57384.4,0.1191021,0.0238197,-1406.133,14.777,1401.550
2026-02-22T15:26:40.165008+00:00,1771774000164.975,2026-02-22T15:26:41.570735Z,1771774001570.735,BTC/EUR,57375.2,57384.4,0.11910294,0.0238197,-1405.760,15.150,1405.192
2026-02-22T15:26:40.165061+00:00,1771774000165.047,2026-02-22T15:26:41.572416Z,1771774001572.416,BTC/EUR,57375.7,57384.4,0.1191019,0.0238197,-1407.369,13.541,1405.264
2026-02-22T15:26:40.169085+00:00,1771774000169.063,2026-02-22T15:26:41.573996Z,1771774001573.996,BTC/EUR,57373.5,57384.4,0.11910646,0.0238197,-1404.933,15.977,1409.281
2026-02-22T15:26:40.169124+00:00,1771774000169.113,2026-02-22T15:26:41.575672Z,1771774001575.672,BTC/EUR,57374.7,57384.4,0.0043,0.0238197,-1406.559,14.351,1409.330
2026-02-22T15:26:40.173020+00:00,1771774000173.004,2026-02-22T15:26:41.580365Z,1771774001580.365,BTC/EUR,57374.8,57384.4,0.11910377,0.0238197,-1407.361,13.549,1413.221
2026-02-22T15:26:40.173057+00:00,1771774000173.042,2026-02-22T15:26:41.580827Z,1771774001580.827,BTC/EUR,57374.8,57384.4,0.44468781,0.0238197,-1407.785,13.125,1413.259
2026-02-22T15:26:40.173077+00:00,1771774000173.071,2026-02-22T15:26:41.582649Z,1771774001582.649,BTC/EUR,57374.8,57384.4,0.11910377,0.0238197,-1409.578,11.332,1413.288
2026-02-22T15:26:40.173094+00:00,1771774000173.089,2026-02-22T15:26:41.582870Z,1771774001582.870,BTC/EUR,57374.9,57384.4,0.11910356,0.0238197,-1409.781,11.129,1413.306
2026-02-22T15:26:40.178183+00:00,1771774000178.167,2026-02-22T15:26:41.584961Z,1771774001584.961,BTC/EUR,57373.5,57384.4,0.11910646,0.0238197,-1406.794,14.116,1418.384
2026-02-22T15:26:40.181573+00:00,1771774000181.554,2026-02-22T15:26:41.591603Z,1771774001591.603,BTC/EUR,57370.9,57384.4,0.11911186,0.0238197,-1410.049,10.861,1421.771
2026-02-22T15:26:40.181602+00:00,1771774000181.595,2026-02-22T15:26:41.592917Z,1771774001592.917,BTC/EUR,57373.6,57384.4,0.32559083,0.0238197,-1411.322,9.588,1421.812
2026-02-22T15:26:40.187672+00:00,1771774000187.651,2026-02-22T15:26:41.594658Z,1771774001594.658,BTC/EUR,57373.7,57384.4,0.11910605,0.0238197,-1407.007,13.903,1427.868
2026-02-22T15:26:40.187711+00:00,1771774000187.700,2026-02-22T15:26:41.596805Z,1771774001596.805,BTC/EUR,57370.9,57384.4,0.11911186,0.0238197,-1409.105,11.805,1427.917
2026-02-22T15:26:40.187738+00:00,1771774000187.729,2026-02-22T15:26:41.596915Z,1771774001596.915,BTC/EUR,57371.0,57384.4,0.62161032,0.0238197,-1409.186,11.724,1427.947
2026-02-22T15:26:40.202694+00:00,1771774000202.660,2026-02-22T15:26:41.597990Z,1771774001597.990,BTC/EUR,57371.0,57384.4,0.71528383,0.0238197,-1395.330,25.580,1442.878
2026-02-22T15:26:40.202739+00:00,1771774000202.732,2026-02-22T15:26:41.598741Z,1771774001598.741,BTC/EUR,57371.0,57384.4,0.83439548,0.0238197,-1396.009,24.901,1442.949
2026-02-22T15:26:40.202755+00:00,1771774000202.750,2026-02-22T15:26:41.598995Z,1771774001598.995,BTC/EUR,57371.0,57384.4,0.21278516,0.0238197,-1396.245,24.665,1442.967
2026-02-22T15:26:40.202767+00:00,1771774000202.763,2026-02-22T15:26:41.600033Z,1771774001600.033,BTC/EUR,57371.1,57384.4,0.11911145,0.0238197,-1397.270,23.640,1442.980
2026-02-22T15:26:40.202780+00:00,1771774000202.776,2026-02-22T15:26:41.601102Z,1771774001601.102,BTC/EUR,57371.2,57384.4,0.09367351,0.0238197,-1398.326,22.584,1442.993
2026-02-22T15:26:40.202793+00:00,1771774000202.789,2026-02-22T15:26:41.602642Z,1771774001602.642,BTC/EUR,57371.3,57384.4,0.11911103,0.0238197,-1399.853,21.057,1443.006
2026-02-22T15:26:40.202804+00:00,1771774000202.800,2026-02-22T15:26:41.604062Z,1771774001604.062,BTC/EUR,57371.4,57384.4,0.09367351,0.0238197,-1401.262,19.648,1443.017
2026-02-22T15:26:40.202814+00:00,1771774000202.811,2026-02-22T15:26:41.605678Z,1771774001605.678,BTC/EUR,57371.5,57384.4,0.11911062,0.0238197,-1402.867,18.043,1443.028
2026-02-22T15:26:40.202825+00:00,1771774000202.822,2026-02-22T15:26:41.606107Z,1771774001606.107,BTC/EUR,57375.8,57384.4,0.32557807,0.0238197,-1403.285,17.625,1443.039
2026-02-22T15:26:40.202836+00:00,1771774000202.832,2026-02-22T15:26:41.607748Z,1771774001607.748,BTC/EUR,57375.9,57384.4,0.11910148,0.0238197,-1404.916,15.994,1443.050
2026-02-22T15:26:40.202893+00:00,1771774000202.888,2026-02-22T15:26:41.609346Z,1771774001609.346,BTC/EUR,57371.7,57384.4,0.1191102,0.0238197,-1406.458,14.452,1443.105
2026-02-22T15:26:40.202906+00:00,1771774000202.902,2026-02-22T15:26:41.610740Z,1771774001610.740,BTC/EUR,57370.9,57384.4,0.11911186,0.0238197,-1407.838,13.072,1443.120
2026-02-22T15:26:40.202917+00:00,1771774000202.914,2026-02-22T15:26:41.611027Z,1771774001611.027,BTC/EUR,57371.8,57384.4,0.09367351,0.0238197,-1408.113,12.797,1443.131
2026-02-22T15:26:40.202929+00:00,1771774000202.924,2026-02-22T15:26:41.612716Z,1771774001612.716,BTC/EUR,57371.9,57384.4,0.11910979,0.0238197,-1409.792,11.118,1443.142
2026-02-22T15:26:40.202939+00:00,1771774000202.936,2026-02-22T15:26:41.614007Z,1771774001614.007,BTC/EUR,57372.0,57384.4,0.09367351,0.0238197,-1411.072,9.839,1443.153
2026-02-22T15:26:40.203499+00:00,1771774000203.493,2026-02-22T15:26:41.615486Z,1771774001615.486,BTC/EUR,57372.1,57384.4,0.11910937,0.0238197,-1411.993,8.917,1443.710
2026-02-22T15:26:40.206246+00:00,1771774000206.212,2026-02-22T15:26:41.616802Z,1771774001616.802,BTC/EUR,57372.2,57384.4,0.09367351,0.0238197,-1410.590,10.320,1446.429
2026-02-22T15:26:40.218898+00:00,1771774000218.878,2026-02-22T15:26:41.618742Z,1771774001618.742,BTC/EUR,57372.3,57384.4,0.11910896,0.0238197,-1399.864,21.047,1459.096
2026-02-22T15:26:40.218931+00:00,1771774000218.922,2026-02-22T15:26:41.620278Z,1771774001620.278,BTC/EUR,57372.4,57384.4,0.09367351,0.0238197,-1401.356,19.554,1459.139
2026-02-22T15:26:40.220995+00:00,1771774000220.979,2026-02-22T15:26:41.621787Z,1771774001621.787,BTC/EUR,57372.5,57384.4,0.11910854,0.0238197,-1400.808,20.102,1461.197
2026-02-22T15:26:40.221025+00:00,1771774000221.017,2026-02-22T15:26:41.622128Z,1771774001622.128,BTC/EUR,57377.6,57384.4,0.20717971,0.0238197,-1401.111,19.799,1461.234
2026-02-22T15:26:40.221045+00:00,1771774000221.038,2026-02-22T15:26:41.623813Z,1771774001623.813,BTC/EUR,57377.7,57384.4,0.11909775,0.0238197,-1402.775,18.135,1461.256
2026-02-22T15:26:40.221062+00:00,1771774000221.056,2026-02-22T15:26:41.625477Z,1771774001625.477,BTC/EUR,57377.7,57377.8,0.11909775,0.0238197,-1404.421,16.489,1461.273
2026-02-22T15:26:40.221077+00:00,1771774000221.072,2026-02-22T15:26:41.625477Z,1771774001625.477,BTC/EUR,57377.6,57377.8,0.20717971,0.0238197,-1404.405,16.505,1461.289
2026-02-22T15:26:40.221092+00:00,1771774000221.087,2026-02-22T15:26:41.631544Z,1771774001631.544,BTC/EUR,57377.6,57377.7,0.20717971,0.0238197,-1410.457,10.453,1461.304
2026-02-22T15:26:40.412798+00:00,1771774000412.723,2026-02-22T15:26:41.824123Z,1771774001824.123,BTC/EUR,57377.6,57377.7,0.32627766,0.0238197,-1411.400,9.510,1652.940
2026-02-22T15:26:40.412958+00:00,1771774000412.940,2026-02-22T15:26:41.824382Z,1771774001824.382,BTC/EUR,57377.6,57384.4,0.32627766,0.0238197,-1411.442,9.468,1653.157
2026-02-22T15:26:40.413071+00:00,1771774000413.059,2026-02-22T15:26:41.825827Z,1771774001825.827,BTC/EUR,57377.7,57384.4,0.11909775,0.0238197,-1412.768,8.142,1653.276
2026-02-22T15:26:40.787168+00:00,1771774000787.112,2026-02-22T15:26:42.198638Z,1771774002198.638,BTC/EUR,57377.7,57384.4,0.10929775,0.0238197,-1411.526,9.384,2027.329
2026-02-22T15:26:41.112377+00:00,1771774001112.328,2026-02-22T15:26:42.523840Z,1771774002523.840,BTC/EUR,57377.7,57384.4,0.10929775,0.0386197,-1411.512,9.398,2352.545
2026-02-22T15:26:41.113454+00:00,1771774001113.429,2026-02-22T15:26:42.525858Z,1771774002525.858,BTC/EUR,57377.7,57384.3,0.10929775,0.0238197,-1412.429,8.481,2353.646
2026-02-22T15:26:41.115160+00:00,1771774001115.139,2026-02-22T15:26:42.526713Z,1771774002526.713,BTC/EUR,57377.7,57384.3,0.10929775,0.0386197,-1411.574,9.336,2355.356
2026-02-22T15:26:41.116572+00:00,1771774001116.554,2026-02-22T15:26:42.528455Z,1771774002528.455,BTC/EUR,57377.7,57384.2,0.10929775,0.0238197,-1411.901,9.009,2356.772
2026-02-22T15:26:41.117435+00:00,1771774001117.426,2026-02-22T15:26:42.529652Z,1771774002529.652,BTC/EUR,57377.7,57384.2,0.10929775,0.0386197,-1412.226,8.684,2357.644
2026-02-22T15:26:41.125759+00:00,1771774001125.742,2026-02-22T15:26:42.531443Z,1771774002531.443,BTC/EUR,57377.7,57384.1,0.10929775,0.0238197,-1405.701,15.209,2365.959
2026-02-22T15:26:41.125783+00:00,1771774001125.777,2026-02-22T15:26:42.532756Z,1771774002532.756,BTC/EUR,57377.7,57384.1,0.10929775,0.0386197,-1406.979,13.931,2365.995
2026-02-22T15:26:41.125797+00:00,1771774001125.793,2026-02-22T15:26:42.534437Z,1771774002534.437,BTC/EUR,57377.7,57384.1,0.10929775,0.0148,-1408.644,12.266,2366.010
2026-02-22T15:26:41.128932+00:00,1771774001128.917,2026-02-22T15:26:42.536082Z,1771774002536.082,BTC/EUR,57377.7,57384.1,0.10929775,0.0386197,-1407.165,13.745,2369.135
2026-02-22T15:26:41.128958+00:00,1771774001128.952,2026-02-22T15:26:42.537648Z,1771774002537.648,BTC/EUR,57377.7,57384.0,0.10929775,0.0238197,-1408.696,12.214,2369.169
2026-02-22T15:26:41.128972+00:00,1771774001128.968,2026-02-22T15:26:42.538854Z,1771774002538.854,BTC/EUR,57377.7,57384.0,0.10929775,0.0386197,-1409.886,11.024,2369.185
2026-02-22T15:26:41.130407+00:00,1771774001130.393,2026-02-22T15:26:42.540244Z,1771774002540.244,BTC/EUR,57377.7,57383.9,0.10929775,0.0238197,-1409.852,11.058,2370.610
2026-02-22T15:26:41.130433+00:00,1771774001130.428,2026-02-22T15:26:42.541615Z,1771774002541.615,BTC/EUR,57377.7,57383.9,0.10929775,0.0386197,-1411.187,9.723,2370.645
2026-02-22T15:26:41.133387+00:00,1771774001133.372,2026-02-22T15:26:42.543460Z,1771774002543.460,BTC/EUR,57377.7,57383.8,0.10929775,0.0238197,-1410.088,10.822,2373.589
2026-02-22T15:26:41.133411+00:00,1771774001133.405,2026-02-22T15:26:42.544443Z,1771774002544.443,BTC/EUR,57377.7,57383.8,0.10929775,0.0386197,-1411.038,9.872,2373.623
2026-02-22T15:26:41.136110+00:00,1771774001136.086,2026-02-22T15:26:42.546006Z,1771774002546.006,BTC/EUR,57377.7,57383.7,0.10929775,0.0238197,-1409.919,10.991,2376.304
2026-02-22T15:26:41.136151+00:00,1771774001136.139,2026-02-22T15:26:42.547263Z,1771774002547.263,BTC/EUR,57377.7,57383.7,0.10929775,0.0386197,-1411.124,9.786,2376.357
2026-02-22T15:26:41.137797+00:00,1771774001137.780,2026-02-22T15:26:42.549650Z,1771774002549.650,BTC/EUR,57377.7,57383.6,0.10929775,0.0238197,-1411.870,9.040,2377.997
2026-02-22T15:26:41.140035+00:00,1771774001140.002,2026-02-22T15:26:42.550770Z,1771774002550.770,BTC/EUR,57377.7,57383.6,0.10929775,0.0386197,-1410.768,10.142,2380.220
2026-02-22T15:26:41.140090+00:00,1771774001140.075,2026-02-22T15:26:42.551321Z,1771774002551.321,BTC/EUR,57377.7,57383.5,0.10929775,0.0238197,-1411.246,9.664,2380.293
2026-02-22T15:26:41.141742+00:00,1771774001141.734,2026-02-22T15:26:42.552479Z,1771774002552.479,BTC/EUR,57377.7,57383.5,0.10929775,0.0386197,-1410.745,10.165,2381.952
2026-02-22T15:26:41.142795+00:00,1771774001142.784,2026-02-22T15:26:42.553884Z,1771774002553.884,BTC/EUR,57377.7,57383.4,0.10929775,0.0238197,-1411.100,9.810,2383.001
2026-02-22T15:26:41.142810+00:00,1771774001142.806,2026-02-22T15:26:42.554823Z,1771774002554.823,BTC/EUR,57377.7,57383.4,0.10929775,0.0386197,-1412.017,8.893,2383.023
2026-02-22T15:26:41.144746+00:00,1771774001144.734,2026-02-22T15:26:42.556586Z,1771774002556.586,BTC/EUR,57377.7,57383.3,0.10929775,0.0238197,-1411.852,9.058,2384.951
2026-02-22T15:26:41.145513+00:00,1771774001145.507,2026-02-22T15:26:42.557539Z,1771774002557.539,BTC/EUR,57377.7,57383.3,0.10929775,0.0386197,-1412.032,8.878,2385.724
2026-02-22T15:26:41.146148+00:00,1771774001146.143,2026-02-22T15:26:42.559050Z,1771774002559.050,BTC/EUR,57377.7,57383.2,0.10929775,0.0238197,-1412.907,8.003,2386.360
2026-02-22T15:26:41.146951+00:00,1771774001146.946,2026-02-22T15:26:42.559985Z,1771774002559.985,BTC/EUR,57377.7,57383.2,0.10929775,0.0386197,-1413.039,7.871,2387.163
2026-02-22T15:26:41.149129+00:00,1771774001149.118,2026-02-22T15:26:42.561417Z,1771774002561.417,BTC/EUR,57377.7,57383.1,0.10929775,0.0238197,-1412.299,8.611,2389.336
2026-02-22T15:26:41.150126+00:00,1771774001150.114,2026-02-22T15:26:42.562472Z,1771774002562.472,BTC/EUR,57377.7,57383.1,0.10929775,0.0386197,-1412.358,8.552,2390.332
2026-02-22T15:26:41.150648+00:00,1771774001150.643,2026-02-22T15:26:42.563645Z,1771774002563.645,BTC/EUR,57377.7,57383.1,0.10929775,0.0148,-1413.002,7.908,2390.860
2026-02-22T15:26:41.152704+00:00,1771774001152.688,2026-02-22T15:26:42.565309Z,1771774002565.309,BTC/EUR,57377.7,57383.0,0.10929775,0.0238197,-1412.621,8.289,2392.906
2026-02-22T15:26:41.153440+00:00,1771774001153.435,2026-02-22T15:26:42.566368Z,1771774002566.368,BTC/EUR,57377.7,57383.0,0.10929775,0.0386197,-1412.934,7.976,2393.652
2026-02-22T15:26:41.154961+00:00,1771774001154.956,2026-02-22T15:26:42.567677Z,1771774002567.677,BTC/EUR,57377.7,57382.9,0.10929775,0.0238197,-1412.721,8.189,2395.173
2026-02-22T15:26:41.155667+00:00,1771774001155.662,2026-02-22T15:26:42.568625Z,1771774002568.625,BTC/EUR,57377.7,57382.9,0.10929775,0.0386197,-1412.963,7.947,2395.879
2026-02-22T15:26:41.158158+00:00,1771774001158.145,2026-02-22T15:26:42.569975Z,1771774002569.975,BTC/EUR,57377.7,57382.8,0.10929775,0.0238197,-1411.830,9.080,2398.362
2026-02-22T15:26:41.158566+00:00,1771774001158.556,2026-02-22T15:26:42.571166Z,1771774002571.166,BTC/EUR,57377.7,57382.8,0.10929775,0.0386197,-1412.610,8.300,2398.773
2026-02-22T15:26:41.160599+00:00,1771774001160.586,2026-02-22T15:26:42.572592Z,1771774002572.592,BTC/EUR,57377.7,57382.7,0.10929775,0.0238197,-1412.006,8.904,2400.803
2026-02-22T15:26:41.161736+00:00,1771774001161.730,2026-02-22T15:26:42.573650Z,1771774002573.650,BTC/EUR,57377.7,57382.7,0.10929775,0.0386197,-1411.920,8.990,2401.948
2026-02-22T15:26:41.162647+00:00,1771774001162.642,2026-02-22T15:26:42.575216Z,1771774002575.216,BTC/EUR,57377.7,57382.6,0.10929775,0.0238197,-1412.574,8.336,2402.859
2026-02-22T15:26:41.164012+00:00,1771774001164.007,2026-02-22T15:26:42.576221Z,1771774002576.221,BTC/EUR,57377.7,57382.6,0.10929775,0.0386197,-1412.214,8.696,2404.224
2026-02-22T15:26:41.165928+00:00,1771774001165.923,2026-02-22T15:26:42.577722Z,1771774002577.722,BTC/EUR,57377.7,57382.5,0.10929775,0.0238197,-1411.799,9.111,2406.140
2026-02-22T15:26:41.167031+00:00,1771774001167.026,2026-02-22T15:26:42.579675Z,1771774002579.675,BTC/EUR,57377.7,57382.5,0.10929775,0.0386197,-1412.649,8.261,2407.243
2026-02-22T15:26:41.170515+00:00,1771774001170.505,2026-02-22T15:26:42.581372Z,1771774002581.372,BTC/EUR,57377.7,57382.4,0.10929775,0.0238197,-1410.867,10.043,2410.722
